,Unnamed: 0,review,rating,date,bank,source,distilbert_sentiment,distilbert_label,distilbert_score,vader_sentiment,textblob_sentiment,distilbert_numerical
113,113,the best mobile banking app,5,2025-05-21,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998278617858887}",POSITIVE,0.9998278617858887,positive,positive,1
114,114,"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9992597699165344}",POSITIVE,0.9992597699165344,positive,positive,1
115,115,ok,2,2025-05-21,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997851252555847}",POSITIVE,0.9997851252555847,positive,positive,1
116,116,it's a good application 👍,5,2025-05-21,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998123049736023}",POSITIVE,0.9998123049736023,positive,positive,1
117,117,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997513890266418}",NEGATIVE,0.9997513890266418,negative,negative,-1
118,118,poor service,1,2025-05-21,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996534585952759}",NEGATIVE,0.9996534585952759,negative,negative,-1
119,119,amazing,5,2025-05-20,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999875545501709}",POSITIVE,0.999875545501709,positive,positive,1
120,120,it is reliable and easy to use.,5,2025-05-20,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998389482498169}",POSITIVE,0.9998389482498169,positive,positive,1
121,121,the most annoying mobile banking app I've ever seen,1,2025-05-20,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9994208812713623}",NEGATIVE,0.9994208812713623,negative,negative,-1
122,122,Cbe mobile banking,5,2025-05-20,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.8304281234741211}",POSITIVE,0.8304281234741211,neutral,neutral,1
123,123,"i can't make Screenshout in this app, please made modification",5,2025-05-20,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9966920614242554}",NEGATIVE,0.9966920614242554,positive,neutral,-1
124,124,Best app I loved it,5,2025-05-19,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999849796295166}",POSITIVE,0.999849796295166,positive,positive,1
125,125,nice app,5,2025-05-19,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998061060905457}",POSITIVE,0.9998061060905457,positive,positive,1
126,126,wow,5,2025-05-18,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999592125415802}",POSITIVE,0.999592125415802,positive,positive,1
127,127,Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.6448812484741211}",NEGATIVE,0.6448812484741211,positive,positive,-1
128,128,well satisfied with this beautiful app,5,2025-05-18,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998588562011719}",POSITIVE,0.9998588562011719,positive,positive,1
129,129,very good,4,2025-05-17,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998520612716675}",POSITIVE,0.9998520612716675,positive,positive,1
130,130,best app.,5,2025-05-17,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999774158000946}",POSITIVE,0.999774158000946,positive,positive,1
131,131,good,5,2025-05-17,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
132,132,"not working,why???",5,2025-05-17,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9995881915092468}",NEGATIVE,0.9995881915092468,neutral,neutral,-1
133,133,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9841780066490173}",NEGATIVE,0.9841780066490173,positive,positive,-1
134,134,excellent,5,2025-05-17,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998434782028198}",POSITIVE,0.9998434782028198,positive,positive,1
135,135,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996201992034912}",NEGATIVE,0.9996201992034912,negative,negative,-1
136,136,woxe harimo ribiso,5,2025-05-17,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9374371767044067}",NEGATIVE,0.9374371767044067,neutral,neutral,-1
137,137,good,5,2025-05-16,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
138,138,"Good ,easy to use",5,2025-05-16,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998592138290405}",POSITIVE,0.9998592138290405,positive,positive,1
139,139,Good app,5,2025-05-15,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998493194580078}",POSITIVE,0.9998493194580078,positive,positive,1
140,140,Good job👍,5,2025-05-14,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998576641082764}",POSITIVE,0.9998576641082764,positive,positive,1
141,141,good,5,2025-05-14,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
142,142,nice,5,2025-05-14,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998552799224854}",POSITIVE,0.9998552799224854,positive,positive,1
143,143,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9939066767692566}",POSITIVE,0.9939066767692566,positive,positive,1
144,144,I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.947411835193634}",NEGATIVE,0.947411835193634,positive,positive,-1
145,145,customer service is bad nothing is good about this bank,1,2025-05-13,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996613264083862}",NEGATIVE,0.9996613264083862,negative,positive,-1
146,146,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.992915153503418}",NEGATIVE,0.992915153503418,positive,positive,-1
147,147,fast and simple easy to use 👌,5,2025-05-12,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9984942674636841}",POSITIVE,0.9984942674636841,positive,positive,1
148,148,The fastest transferring app I ever had its so reliable,5,2025-05-11,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9844427704811096}",POSITIVE,0.9844427704811096,neutral,neutral,1
149,149,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9986681938171387}",NEGATIVE,0.9986681938171387,neutral,neutral,-1
150,150,it's easy and fast,5,2025-05-10,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9995684027671814}",POSITIVE,0.9995684027671814,positive,positive,1
151,151,This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9960438013076782}",NEGATIVE,0.9960438013076782,negative,negative,-1
152,152,hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999572217464447}",POSITIVE,0.999572217464447,positive,positive,1
153,153,wow best application ever,5,2025-05-09,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997984766960144}",POSITIVE,0.9997984766960144,positive,positive,1
154,154,good,5,2025-05-09,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
155,155,"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997019171714783}",NEGATIVE,0.9997019171714783,negative,negative,-1
156,156,Best,4,2025-05-08,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997941851615906}",POSITIVE,0.9997941851615906,positive,positive,1
157,157,the pride of Ethiopian bank 🏦,5,2025-05-08,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999118983745575}",POSITIVE,0.999118983745575,positive,neutral,1
158,158,why the app telling me to turn of developer options please fix it.,1,2025-05-07,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9990994930267334}",NEGATIVE,0.9990994930267334,positive,neutral,-1
159,159,good,5,2025-05-07,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
160,160,ok,5,2025-05-07,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997851252555847}",POSITIVE,0.9997851252555847,positive,positive,1
161,161,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9976927042007446}",POSITIVE,0.9976927042007446,positive,positive,1
162,162,ok,5,2025-05-07,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997851252555847}",POSITIVE,0.9997851252555847,positive,positive,1
163,163,good,3,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
164,164,amazing apps,5,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998716115951538}",POSITIVE,0.9998716115951538,positive,positive,1
165,165,All service of Mobile Banking,5,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.8924251198768616}",POSITIVE,0.8924251198768616,neutral,neutral,1
166,166,needs improvement,1,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9966731071472168}",NEGATIVE,0.9966731071472168,positive,neutral,-1
167,167,i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.995843231678009}",NEGATIVE,0.995843231678009,negative,negative,-1
168,168,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9984410405158997}",NEGATIVE,0.9984410405158997,positive,positive,-1
169,169,good,5,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
170,170,good but these week not oky,4,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.955415666103363}",NEGATIVE,0.955415666103363,positive,positive,-1
171,171,well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998049139976501}",POSITIVE,0.9998049139976501,positive,positive,1
172,172,Good app,5,2025-05-06,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998493194580078}",POSITIVE,0.9998493194580078,positive,positive,1
173,173,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9975224137306213}",NEGATIVE,0.9975224137306213,positive,positive,-1
174,174,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.8991119265556335}",POSITIVE,0.8991119265556335,positive,positive,1
175,175,CBE mobilr bankg,5,2025-05-05,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.8703056573867798}",POSITIVE,0.8703056573867798,neutral,neutral,1
176,176,wow,1,2025-05-05,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999592125415802}",POSITIVE,0.999592125415802,positive,positive,1
177,177,verygood,3,2025-05-05,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9988996982574463}",POSITIVE,0.9988996982574463,neutral,neutral,1
178,178,ممتاز جدا,5,2025-05-04,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.8031745553016663}",NEGATIVE,0.8031745553016663,neutral,neutral,-1
179,179,it's very low quality application,1,2025-05-04,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996594190597534}",NEGATIVE,0.9996594190597534,negative,neutral,-1
180,180,Very Amazing Apps,5,2025-05-04,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998774528503418}",POSITIVE,0.9998774528503418,positive,positive,1
181,181,አዛ,1,2025-05-04,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.6970565915107727}",NEGATIVE,0.6970565915107727,neutral,neutral,-1
182,182,wow simple life,5,2025-05-04,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997076392173767}",POSITIVE,0.9997076392173767,positive,positive,1
183,183,it's nice,5,2025-05-03,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998672008514404}",POSITIVE,0.9998672008514404,positive,positive,1
